cid,uid,date
94539dfc-e0d4-420f-b48e-2fe5170aecf3,8b5f9159-8b7d-4bd8-abe8-d1728e43736b,2008-09-06
552b87e5-5a08-4c40-88f6-2936d5e9d6cd,a0fbfb43-eafa-480d-9614-8c6ceb05856b,2019-02-19
55f0e5f6-7865-46b0-81e5-0096cde46c71,c7557048-a3dc-4d2c-b7d9-dec42379827b,2023-02-21
8d52d9db-9a3e-4864-9d23-77fe60df4e78,81d2cc0a-d294-4520-a405-0d5a702603b2,2005-10-10
1a69bb26-1988-41f6-b574-38a9ede71ab2,e0bb6509-68ed-43a6-b238-30cba0707c58,2018-06-07
8f26cb78-e04d-4db4-9a09-8d3f606a6a8c,85b8c08a-4b4e-4960-92e4-91417c7b576b,2010-12-04
9dafdfa9-cfbc-4f22-8992-d9ab8ae61d38,a5150e19-ba9a-44d9-a254-1440e848e9cb,2013-12-21
8f26cb78-e04d-4db4-9a09-8d3f606a6a8c,1113bada-0919-4f0b-882b-60a9fbdf1f5f,2019-06-04
e77f16b9-4208-4afd-8560-d307a8798185,21755bcb-bbe4-41af-b32b-53c0d14bec20,2004-12-19
552b87e5-5a08-4c40-88f6-2936d5e9d6cd,18a5adbf-0915-494d-a35d-b13d2bd0ca5d,2007-10-11
6cf0ba77-2ddc-410d-9240-ffe179831b0b,58ae84a0-0863-411d-bc98-0e68029a7e4b,2005-03-26
e1da45ad-6184-4e50-be11-6d0074992b73,b2f711a9-1d1c-4203-abc8-247599eb31c8,2000-03-21
d11d9826-9556-4b3d-b479-b5cb9a0a2a63,6225193a-a211-4c7f-b306-bae86600c4be,1995-12-17
1876d9e7-2cb2-4034-aebd-b1ea9dd3eda6,76ee1cb3-1e0f-45fc-bfcb-669051de746b,2006-12-05
9dafdfa9-cfbc-4f22-8992-d9ab8ae61d38,f338accc-83a9-469e-8cb0-29fcfe2ca769,2014-11-23
ca2666dc-2f87-462e-ab3c-5c05aecf5b0a,46191b97-444a-4845-94e5-dd90209203e5,2024-05-12
6ff87380-b43c-4589-90fb-9aee1e2a1848,3b664f24-1325-4b92-af1c-0efcb2bf3ea0,1997-03-03
395bee8e-ef58-477a-9e7d-255a287cf6eb,cc59cb90-f3bd-448d-9aeb-f5efca4b7e02,2021-12-30
96bc310f-95ec-466f-9449-1b4a7bf33ef6,f76396c3-a85c-4fbc-bb22-58ad533408a5,2013-09-10
6cf0ba77-2ddc-410d-9240-ffe179831b0b,43e2a963-a64c-4d03-8a67-0db830fb2cbb,2001-10-08
07fef56e-6d6e-46da-b7a2-9ccd08d10f3c,36114dda-de07-4749-89da-dca36bae397a,2022-06-30
c0d3aa9a-3128-4ff1-9e90-ec66e14a017f,7bddbb59-887d-4fff-9728-f14d79a3c13b,1996-05-18
85f7fcf2-c010-49c9-9a23-109b270af8ff,4a8dc741-3c85-4d40-8a79-8fd78b29d7db,2009-10-16
9de081d4-57d5-4e31-ad79-dcb228b76745,f6a14813-bc28-4ae4-af8f-d2fa54dd0f6c,2022-08-15
55f0e5f6-7865-46b0-81e5-0096cde46c71,c4c843da-1e5e-423e-996f-ae5f65d5af1b,2003-09-12
1af8689b-0adf-476a-94fe-677cc4e84c98,f76396c3-a85c-4fbc-bb22-58ad533408a5,2011-08-20
9dafdfa9-cfbc-4f22-8992-d9ab8ae61d38,faa0cdb7-58c6-4f16-8305-1c27bc323749,2017-03-31
8f26cb78-e04d-4db4-9a09-8d3f606a6a8c,90e31321-f916-471a-a327-0e13288cca0a,1997-05-01
d5664677-e39e-4c0c-a661-559ade0b3d29,196c7a3c-d098-4cb9-9aa0-84ce360cc6f4,2020-01-22
6cf0ba77-2ddc-410d-9240-ffe179831b0b,2a3c6ad2-4e1b-42a8-91ec-f544a7e1162a,2007-12-03
94539dfc-e0d4-420f-b48e-2fe5170aecf3,362fb39f-04fe-4ed4-9fd4-8a2e2227c510,2004-08-14
9dafdfa9-cfbc-4f22-8992-d9ab8ae61d38,b2f711a9-1d1c-4203-abc8-247599eb31c8,2002-02-21
1df77618-b128-407b-af75-0ca2299a56f8,53286d93-a853-4a1b-8d7e-b1caf56b8371,2015-10-17
8407e268-55a1-406a-a1f3-ee800f2c8fcd,3fd42e9f-8052-461b-8882-61ff959264ed,2019-12-02
c0d3aa9a-3128-4ff1-9e90-ec66e14a017f,c5bc9629-a5c9-4d02-9cf8-be358cfcf123,1996-06-30
1df77618-b128-407b-af75-0ca2299a56f8,8ee3d159-ded4-462c-b97a-e186bd722a3f,2002-12-22
8f26cb78-e04d-4db4-9a09-8d3f606a6a8c,bc55b24c-d1fa-4e54-96b1-42c8b2891865,2002-07-06
8407e268-55a1-406a-a1f3-ee800f2c8fcd,4695ad34-445b-478c-8eb7-552233e2880a,2010-10-27
9de081d4-57d5-4e31-ad79-dcb228b76745,2afffaf2-0f51-43e7-a89d-0b6211da8971,2007-06-04
d1aa9279-55af-4023-ba77-2676c32a28b9,b3f8be54-b773-4ae1-996b-87edb28bbce2,2012-04-04
55f0e5f6-7865-46b0-81e5-0096cde46c71,316ce477-a566-4f4b-8da7-181b4545e991,2008-06-24
1df77618-b128-407b-af75-0ca2299a56f8,aed475ad-8377-457e-bc06-4dbac9d7bde0,1997-02-15
8407e268-55a1-406a-a1f3-ee800f2c8fcd,6697adcd-f40d-47d1-957e-19d6b0d31503,2009-03-28
007761b7-4196-429d-9934-ce55b211d051,192adea9-baf0-49ec-b32b-a54bff4ff0ad,2011-06-27
8f26cb78-e04d-4db4-9a09-8d3f606a6a8c,f76396c3-a85c-4fbc-bb22-58ad533408a5,2011-11-27
05690061-1949-4939-adef-ee23dfddb640,e94ed546-77ad-4871-81fc-b20bb885429b,2016-09-26
58166d0a-b036-4dbb-867a-d702417c437b,ea879184-ddfe-42a9-96a2-c6e74da9a17d,1998-08-24
e7ba15bf-30f3-4539-acaf-e7220cdcd5fd,d442662a-2bfd-44b7-b0e5-12a5ccb90358,2004-07-01
85f7fcf2-c010-49c9-9a23-109b270af8ff,b5a537bc-2829-45ae-a713-4b08cd53c20a,2001-10-04
6ff87380-b43c-4589-90fb-9aee1e2a1848,5bc212db-9b19-4c7c-adc3-1b675e96b2ba,2004-12-28
395bee8e-ef58-477a-9e7d-255a287cf6eb,c66f8ba2-5f8d-45d0-a25e-df12b3e829a6,2018-12-13
8407e268-55a1-406a-a1f3-ee800f2c8fcd,8f08a077-42a3-4a3a-b324-fe02012b3942,2023-07-06
d5664677-e39e-4c0c-a661-559ade0b3d29,6620b824-bca2-4451-92f9-c4fe0b3ec58f,1998-05-02
55f0e5f6-7865-46b0-81e5-0096cde46c71,53286d93-a853-4a1b-8d7e-b1caf56b8371,2020-04-28
4a93dd9b-e6b5-4d60-beca-2a2adb220c4d,707e19a3-fc5c-4d72-88e3-460ee0d660ce,1996-12-30
1af8689b-0adf-476a-94fe-677cc4e84c98,4a8dc741-3c85-4d40-8a79-8fd78b29d7db,2012-01-05
c0d3aa9a-3128-4ff1-9e90-ec66e14a017f,45d7e72c-0fde-44c6-9e20-a8208dba39d1,2004-03-20
ccb857eb-69ee-4441-98b8-97166ccc36dc,0b42d69d-4109-4a7d-88db-361520195d11,2013-05-11
552b87e5-5a08-4c40-88f6-2936d5e9d6cd,b693a3c1-0425-4048-800d-2f62eb6e0d2f,2015-07-27
d8e35b50-7174-47f6-a057-4f4b643fe8d1,5dd2e730-1fd1-4a2e-8cb8-96a65561c22c,2020-10-03
1af8689b-0adf-476a-94fe-677cc4e84c98,4aaa905e-ff68-4186-8652-79f9f3295f7b,2018-05-07
e77f16b9-4208-4afd-8560-d307a8798185,7f4fef89-c9bb-454f-bca4-101e85927799,2002-09-05
1876d9e7-2cb2-4034-aebd-b1ea9dd3eda6,659d027f-5736-4da5-8436-14dac8a17256,2014-01-05
634e4c94-1eff-4966-bc7b-f33476e68fc0,405703fc-5fea-461f-b06e-f597b39e7b7f,2007-07-23
395bee8e-ef58-477a-9e7d-255a287cf6eb,799f0a56-50e9-490f-9569-afd4895247e3,2019-08-13
ccb857eb-69ee-4441-98b8-97166ccc36dc,550e37f7-7087-4b06-b369-0731c99159e4,2005-01-17
552b87e5-5a08-4c40-88f6-2936d5e9d6cd,f34a4db0-9f72-428e-b8b1-97c6f7a9c620,2002-05-18
07fef56e-6d6e-46da-b7a2-9ccd08d10f3c,1a217442-7bef-4e59-a8dc-a450451cb4c8,2003-07-04
d71d233b-30e9-4458-b936-883cef82c84d,1c14a8d2-a1f2-48dd-9de0-2e783fccd5eb,1998-12-28
552b87e5-5a08-4c40-88f6-2936d5e9d6cd,45aa3b45-e01a-4eef-8708-d535e60770b3,2004-09-09
05690061-1949-4939-adef-ee23dfddb640,bc860ab2-bfa2-4b90-b5a2-c2bf7f6eb79e,2012-05-28
e1da45ad-6184-4e50-be11-6d0074992b73,de682b0c-b82e-498e-83b2-10b83a6427dd,2000-07-16
53e9fd6e-5335-4d3d-a97e-a723b9d7098c,be68ff56-ffef-4d16-b36b-2f99d93511f5,2019-11-05
1876d9e7-2cb2-4034-aebd-b1ea9dd3eda6,7912b272-f07b-4d2d-98d6-bc0c9a5fb8fe,2009-05-09
1df77618-b128-407b-af75-0ca2299a56f8,7334f471-23ed-48c3-a834-4f842826d5f3,2010-01-23
94539dfc-e0d4-420f-b48e-2fe5170aecf3,95dbdbff-b37f-4aa3-a7b5-b0db703a38f9,2020-02-15
53e9fd6e-5335-4d3d-a97e-a723b9d7098c,f8498791-ffb4-4b7f-bb32-15848a958bc2,2002-04-19
e7ba15bf-30f3-4539-acaf-e7220cdcd5fd,c383f6da-4bd0-48d0-9437-2949124f8279,2000-01-11
d11d9826-9556-4b3d-b479-b5cb9a0a2a63,6750f4d4-4df0-47de-8a7b-5bc399f02ce2,2008-11-17
8bfcdc2c-bbfa-4bee-8a1c-de0f939ea02a,cbca7d91-fc61-4722-be53-4eaf8777ba49,1996-05-12
1df77618-b128-407b-af75-0ca2299a56f8,07600620-ab5f-48bb-8473-fd0012d7b7af,2015-08-12
6ff87380-b43c-4589-90fb-9aee1e2a1848,60ee4ba8-6b8b-4d3c-bbde-9cf8ad7c0430,2007-02-05
8407e268-55a1-406a-a1f3-ee800f2c8fcd,a2181bf2-c90f-45b3-bf8a-c50cacfb881b,2012-07-30
1876d9e7-2cb2-4034-aebd-b1ea9dd3eda6,3b6ba445-43a0-4cd8-bfae-ec4e236d3a53,2015-05-12
007761b7-4196-429d-9934-ce55b211d051,b12d9194-e33f-4192-ad66-ddc74399fcb8,2015-06-26
e7ba15bf-30f3-4539-acaf-e7220cdcd5fd,71adbf3c-4745-42f0-bdce-7a13cc43a034,2020-11-07
96bc310f-95ec-466f-9449-1b4a7bf33ef6,f5fa4f62-ead4-40f5-99d1-92d89adcd323,2018-03-21
276431ab-82d2-4d8c-a675-2f8edc552e51,63c0e8c0-7cf4-4788-9ff0-f25fe0f0d530,2008-10-04
ab1c54de-1225-4586-8941-7d1ada6f83fb,246230c1-cc6e-4666-beea-b46dd4d546d4,2011-09-26
d8e35b50-7174-47f6-a057-4f4b643fe8d1,43a0da89-2f95-4d27-b9b1-ef56069bf758,2000-06-15
8d52d9db-9a3e-4864-9d23-77fe60df4e78,a9943819-3d1c-41a3-8d07-dbbf92921dc7,2004-01-05
7ba33664-4184-4fd7-9355-6ce61a26d15e,f0235db5-7237-4c22-a99e-8f383f6a6310,2016-03-05
07820136-078e-46fe-b4ee-bc2f5011ffdc,ce6b3ce3-5d51-4200-9cad-386b413f89bd,2004-06-30
8bfcdc2c-bbfa-4bee-8a1c-de0f939ea02a,da6d0d2a-ebcc-44ae-9385-53e2287adfa6,2013-04-04
7ba33664-4184-4fd7-9355-6ce61a26d15e,c4bef4be-e003-4887-947e-cfaec4b6d1dd,2013-06-12
f9301728-4d57-4c30-967e-ccebd5705711,f2a5b922-df54-4480-9303-722525b43fc6,2008-05-30
d8e35b50-7174-47f6-a057-4f4b643fe8d1,fafe403c-8beb-48cb-9c6a-40a7c9fe27fe,1999-04-11
e1da45ad-6184-4e50-be11-6d0074992b73,63541a9e-b197-48bb-b0d3-9ff9ce3225d1,2011-04-06
678e8841-f5b4-4ae7-b23a-c0b2fc1a554e,9dd791c9-8ed8-4de1-9541-53178bb4b6f5,2016-11-25
07820136-078e-46fe-b4ee-bc2f5011ffdc,fb54aa8c-0920-4304-bdbb-b2ff2d0731d4,1998-12-25
e7ba15bf-30f3-4539-acaf-e7220cdcd5fd,8818c97c-d5e9-4045-862f-4c19e967dbad,2006-07-04
7177317e-b0e8-4d92-bced-841d9f6541d8,b0a60e50-7425-4b87-bb40-23b40668c659,1999-05-30
6ff87380-b43c-4589-90fb-9aee1e2a1848,8b51956e-decd-4612-949a-9ced7a451034,2025-09-03
552b87e5-5a08-4c40-88f6-2936d5e9d6cd,0af7ef74-723c-471c-81fe-0c3bb3a24bdd,1999-08-26
07820136-078e-46fe-b4ee-bc2f5011ffdc,12707641-2192-4a43-b1ba-5e6168fc4ede,2024-02-28
1a69bb26-1988-41f6-b574-38a9ede71ab2,c383f6da-4bd0-48d0-9437-2949124f8279,2012-03-13
67650b29-27d4-473e-b672-bfb1cbd81cf3,c350fa07-f407-43fd-b6c3-d237fc10285f,2000-03-25
1df77618-b128-407b-af75-0ca2299a56f8,97437c76-a1c2-4ef4-95ce-a9d521828724,1996-03-06
6ff87380-b43c-4589-90fb-9aee1e2a1848,7b4100c2-f23b-499a-a5c3-5041a12d707c,2019-06-29
7ba33664-4184-4fd7-9355-6ce61a26d15e,89bb49e3-5caf-47bb-81f2-f332bf41975f,2012-04-11
552b87e5-5a08-4c40-88f6-2936d5e9d6cd,f995f2c2-9309-4bb6-b0c8-5df3f5003079,1996-06-20
94539dfc-e0d4-420f-b48e-2fe5170aecf3,b524d93d-cd6d-497d-9f2f-4a60c0b6edd3,1995-09-07
1876d9e7-2cb2-4034-aebd-b1ea9dd3eda6,b88eeb0f-7ecf-47af-887a-491563cf1296,2020-02-17
d71d233b-30e9-4458-b936-883cef82c84d,60ee4ba8-6b8b-4d3c-bbde-9cf8ad7c0430,1995-05-11
395bee8e-ef58-477a-9e7d-255a287cf6eb,63541a9e-b197-48bb-b0d3-9ff9ce3225d1,1997-02-09
b13b9214-f77e-43fb-928c-157b8c8284ec,ddd0cc69-9da7-4199-a86c-ed5bc9c695db,1997-10-16
1af8689b-0adf-476a-94fe-677cc4e84c98,0587d481-2503-4455-98df-c9b9fe038566,2001-07-18
1df77618-b128-407b-af75-0ca2299a56f8,26bd53b2-861b-4bad-bc4b-178e326ab10e,2020-10-14
85f7fcf2-c010-49c9-9a23-109b270af8ff,c4c843da-1e5e-423e-996f-ae5f65d5af1b,2006-09-02
1a69bb26-1988-41f6-b574-38a9ede71ab2,207f8d1e-5d8d-4bf9-9a5f-68d1bfc71cbc,2023-03-12
678e8841-f5b4-4ae7-b23a-c0b2fc1a554e,aeeaa9cd-622a-4e58-97f4-f9e07bb09f53,1998-04-08
f9301728-4d57-4c30-967e-ccebd5705711,8ed93d1d-27c1-499a-8b98-ea48e8461bbe,2018-06-18
e7ba15bf-30f3-4539-acaf-e7220cdcd5fd,d9abd48e-56ac-43aa-9f43-05c0dbbbc9e1,2017-11-12
f9301728-4d57-4c30-967e-ccebd5705711,56a76c96-017d-4216-8ce9-7a7d47b04dad,2003-11-21
f9301728-4d57-4c30-967e-ccebd5705711,3346dab6-f392-4c06-8b1e-4ebdac53dc7b,2007-01-06
1a69bb26-1988-41f6-b574-38a9ede71ab2,08377524-22ee-4fac-98c5-e5f040b1c5c3,2019-10-09
85f7fcf2-c010-49c9-9a23-109b270af8ff,976c46bc-020e-487b-b999-475dbd71fb7f,2015-11-26
552b87e5-5a08-4c40-88f6-2936d5e9d6cd,73c64f23-94d7-4e2b-9d35-7f52c5c7dfad,2017-10-20
67650b29-27d4-473e-b672-bfb1cbd81cf3,6eb60fba-64b8-43e7-98f4-a362145f93be,2021-06-09
58166d0a-b036-4dbb-867a-d702417c437b,362fb39f-04fe-4ed4-9fd4-8a2e2227c510,2008-03-10
8d52d9db-9a3e-4864-9d23-77fe60df4e78,0c26691b-59db-476a-85b4-4ff6a22956ba,2002-05-13
1df77618-b128-407b-af75-0ca2299a56f8,10ea8dc5-ad72-410f-90db-2cddcbd771da,2018-07-19
007761b7-4196-429d-9934-ce55b211d051,16efea31-d528-4d90-af93-3134324b1529,2008-11-09
ccb857eb-69ee-4441-98b8-97166ccc36dc,e3bd0ef0-9d78-47f0-80e9-dd30074ab26a,2001-08-09
552b87e5-5a08-4c40-88f6-2936d5e9d6cd,c9b7740e-c2d5-49c9-b6a3-bb61ef9524fb,2016-02-03
e77f16b9-4208-4afd-8560-d307a8798185,b5b44f0d-1e12-4a8c-b0e5-ec3073fb45cc,2020-12-01
634e4c94-1eff-4966-bc7b-f33476e68fc0,f14e1b0e-df93-40e6-a4ca-c5b1fa34f3b8,2025-02-27
d8e35b50-7174-47f6-a057-4f4b643fe8d1,50e58e7e-a699-405b-9483-dfa40f54bf3c,2005-09-15
07fef56e-6d6e-46da-b7a2-9ccd08d10f3c,c7f5e2f0-4f25-4a8d-a7e6-eb92dfc20b79,2017-01-26
83bb2dde-f0e5-4694-bcdf-1337230112f6,f1d275eb-0fa1-4c50-8ca3-4f4b608a8078,2013-07-14
1df77618-b128-407b-af75-0ca2299a56f8,fafe403c-8beb-48cb-9c6a-40a7c9fe27fe,2008-06-12
d5664677-e39e-4c0c-a661-559ade0b3d29,25471088-0763-4b29-bd1b-a724a6fa4132,2011-11-14
552b87e5-5a08-4c40-88f6-2936d5e9d6cd,b21101db-dc4d-4804-a3aa-24ebad4d3c09,2006-04-03
67650b29-27d4-473e-b672-bfb1cbd81cf3,6f96b164-b2c6-4e20-9160-db42465ac1a8,2023-03-12
4a93dd9b-e6b5-4d60-beca-2a2adb220c4d,9c06ecbe-9edf-49a5-9cfc-30c5eed95d10,2020-07-08
58166d0a-b036-4dbb-867a-d702417c437b,86ad0792-05f5-424f-bb36-5f1bf86804f2,2002-09-01
07fef56e-6d6e-46da-b7a2-9ccd08d10f3c,de682b0c-b82e-498e-83b2-10b83a6427dd,1995-11-14
e77f16b9-4208-4afd-8560-d307a8798185,e6f8ada7-2f4e-4855-9f06-4d6577af1771,2024-06-21
58166d0a-b036-4dbb-867a-d702417c437b,a90c628a-e149-4510-a110-d891b20e3668,2001-12-26
b13b9214-f77e-43fb-928c-157b8c8284ec,c5c843c0-09af-4622-acdf-c714736212bd,2017-08-23
b929d861-4536-4fed-8078-45b30a080eb8,16efea31-d528-4d90-af93-3134324b1529,2015-12-29
96bc310f-95ec-466f-9449-1b4a7bf33ef6,a0efdea6-ce2f-4f3c-9c49-d361ab0b10c2,2023-01-22
9dafdfa9-cfbc-4f22-8992-d9ab8ae61d38,62645b73-fe35-4d67-8d55-666f8b5655b9,2009-07-27
1df77618-b128-407b-af75-0ca2299a56f8,c4bd8688-cdda-4c00-9bf5-79b4d1d5bcf4,1997-12-14
d11d9826-9556-4b3d-b479-b5cb9a0a2a63,e39a3fa6-9aef-4849-b3de-f1f2bf225e35,2017-04-15
83bb2dde-f0e5-4694-bcdf-1337230112f6,4c3ae5c4-2f68-45bb-a26a-29728b71ca73,2011-01-29
678e8841-f5b4-4ae7-b23a-c0b2fc1a554e,89e33a73-62ad-4b98-9193-b803d43ca0be,1998-03-02
07820136-078e-46fe-b4ee-bc2f5011ffdc,28f3ae3a-1ab1-4dec-9266-7d43cfd199d4,2004-12-20
05690061-1949-4939-adef-ee23dfddb640,55cf38fb-0fee-4148-8a18-4e665a5f6a33,2018-12-06
d8e35b50-7174-47f6-a057-4f4b643fe8d1,5dd2e730-1fd1-4a2e-8cb8-96a65561c22c,2005-06-03
58166d0a-b036-4dbb-867a-d702417c437b,721560dc-6fbd-4346-9496-43ad40f17afd,2023-03-10
07fef56e-6d6e-46da-b7a2-9ccd08d10f3c,ee204b4e-4149-4976-8a7e-5133e0a40354,2006-04-17
d8e35b50-7174-47f6-a057-4f4b643fe8d1,56c92ac1-9513-41a6-bb9b-280faa74418b,2013-09-16
1af8689b-0adf-476a-94fe-677cc4e84c98,345edc24-c310-4857-b12e-9e815be8b893,2017-06-20
8407e268-55a1-406a-a1f3-ee800f2c8fcd,099e0363-0a55-4f1a-9d83-f492b00d49ae,2002-10-21
1a69bb26-1988-41f6-b574-38a9ede71ab2,eb3a0ed5-f8c5-4957-a441-73c47762eb81,2013-08-20
634e4c94-1eff-4966-bc7b-f33476e68fc0,fafe403c-8beb-48cb-9c6a-40a7c9fe27fe,2015-03-19
c0d3aa9a-3128-4ff1-9e90-ec66e14a017f,b5a537bc-2829-45ae-a713-4b08cd53c20a,1996-02-11
e77f16b9-4208-4afd-8560-d307a8798185,d947dd45-1dae-4847-892c-29fac25b3b8a,2020-05-31
07fef56e-6d6e-46da-b7a2-9ccd08d10f3c,63541a9e-b197-48bb-b0d3-9ff9ce3225d1,2006-11-18
2b8276ad-a35b-4ebb-8091-596e57e17256,c0131022-f978-42f1-b503-280c4055e93a,2011-02-09
4a93dd9b-e6b5-4d60-beca-2a2adb220c4d,937981ba-6277-475a-b5c7-235e91fb95b3,2015-05-23
b13b9214-f77e-43fb-928c-157b8c8284ec,47be5f28-49c8-4a30-9cb4-71edbc7dc5cf,2001-12-04
96bc310f-95ec-466f-9449-1b4a7bf33ef6,a31ec75b-faf8-4d54-99af-3d34d1b4af04,1998-12-23
05690061-1949-4939-adef-ee23dfddb640,dbad8568-ec10-4108-a421-9d83fc9a2d41,2002-09-08
ab1c54de-1225-4586-8941-7d1ada6f83fb,98df0959-513a-40a1-98e0-ed9f6cb338d6,2014-05-25
8407e268-55a1-406a-a1f3-ee800f2c8fcd,0587d481-2503-4455-98df-c9b9fe038566,1996-08-08
e77f16b9-4208-4afd-8560-d307a8798185,d1dd452c-5d96-4155-8475-3253277a6d09,2023-04-26
96bc310f-95ec-466f-9449-1b4a7bf33ef6,c0ffdd91-9a8d-4be6-956c-f6723e132c38,2014-09-26
ab1c54de-1225-4586-8941-7d1ada6f83fb,66770def-fab5-4df6-a7d5-2ccf50306267,2023-04-30
d71d233b-30e9-4458-b936-883cef82c84d,05ea63c9-c5ea-4420-9aed-0f040299132c,2018-01-25
7177317e-b0e8-4d92-bced-841d9f6541d8,5a3339a7-48d1-4ded-a492-0ebb47d8393c,1995-12-18
96bc310f-95ec-466f-9449-1b4a7bf33ef6,6ff33be4-1d10-4740-850b-a173baf3ab04,2001-03-17
11284cc3-b602-4bd0-86ff-eeed987ba32d,424d49d2-cd36-4353-8903-3000005bf7d7,2003-10-27
8d52d9db-9a3e-4864-9d23-77fe60df4e78,eb5a3a5e-fa4e-4ed4-8528-1bdaffbc35da,2021-12-05
